"name","address","phone","specification","lat","long"
"Ecole primaire Soleymieux et St Jean Soleymieux","58 route de Marols 42560 ST JEAN SOLEYMIEUX","0477767362","","45.5028230056956","4.039739935945666"
"Ecole maternelle Les Erables","Rue des Ecoles 42170 ST JUST ST RAMBERT","0477365022","","45.50433608875882","4.262980586880927"
"Ecole élémentaire Thibaud","11 boulevard de la Libération 42170 ST JUST ST RAMBERT","0477523410","","45.49877778451623","4.241820205291547"
"Ecole maternelle","1 RUE DU 11 NOVEMBRE 1918 42610 ST ROMAIN LE PUY","0477766340","","45.554160251554855","4.125589726595289"
"Ecole primaire","11 RUE DU DAUPHINE 42220 ST SAUVEUR EN RUE","0477392340","","45.270941944584116","4.495360373520446"
"Ecole élémentaire Bourg","LE BOURG 42130 ST SIXTE","0477246200","","45.77523025947874","3.9810897645234373"
"Ecole primaire Saint-Victor-sur-Loire","Chemin des Tourettes 42100 ST ETIENNE","0477900057","","45.444173019747936","4.264489434346834"
"Ecole primaire Bourg","LE BOURG 42990 SAUVAIN","0477768003","","45.674447286603794","3.9049302604847846"
"Ecole maternelle Lamartine","4 rue 8 mai 1945 42650 ST JEAN BONNEFONDS","0477955683","","45.44793968632496","4.444700385489452"
"Ecole primaire Bourg","AU BOURG 42440 ST JEAN LA VETRE","0477978268","","45.787777263109064","3.80559979347205"
"Ecole maternelle Jean Plathey","Rue Antonin-Croizier 42350 LA TALAUDIERE","0477338184","","45.47768884721441","4.4328900686824015"
"Ecole primaire Terrenoire Janon","4 rue Paul Langevin TERRENOIRE 42100 ST ETIENNE","0477957315","","45.43024010523887","4.432829754627156"
"Ecole élémentaire Bourg","LE BOURG 42830 LA TUILIERE","0477629399","","45.94530963601194","3.8013795668305757"
"Ecole primaire Bourg","38 impasse de l'école 42110 VALEILLE","0477289803","","45.707631488456244","4.305800011779904"
"Ecole primaire","Place de la Mairie 42155 VILLEMONTAIS","0477631812","","45.97884612239301","3.950160305134136"
"Ecole élémentaire Odette Lagrange","41 rue de la mairie 42840 COMBRE","0474644402","","46.025507672233836","4.263290630618111"
"Ecole maternelle Prévert","Rue Jacques Prevert 42170 ST JUST ST RAMBERT","0477524881","","45.497520598288965","4.2424695128862995"
"Ecole primaire Les Cordes","5 rue de l'alcazar 42700 FIRMINY","0477561488","","45.39415301007778","4.291300378960844"
"Ecole maternelle Jean Moulin","1  RUE D AUVERGNE 42800 RIVE DE GIER","0477751060","","45.52070872937476","4.601740208233892"
"Ecole primaire Beauvallon","1 RUE DE L'AVENIR 42570 ST HEAND","0477304204","","45.53040823449288","4.371780389518076"
"Ecole primaire","Place du 8 Mai 1945 42410 PELUSSIN","0474876073","","45.41843874360381","4.679259374839098"
"Ecole primaire Louis Pasteur","2 boulevard Pasteur 42160 ANDREZIEUX BOUTHEON","0477552255","","45.5268726638569","4.2575702158532085"
"Ecole maternelle Pierre Verjat","Rue du Pêchier 42390 VILLARS","0477747502","","45.47602130182231","4.356029612096316"
"Ecole primaire Bourg","4 rue des Ecoles 42720 VOUGY","0477653481","","46.10240996658773","4.120080371019859"
"Ecole primaire Jules Ferry","4 rue Jules Ferry 42270 ST PRIEST EN JAREZ","0477740009","","45.47236443771016","4.378609641196406"
"Ecole maternelle Grand Fraisses","15 bis rue Gabriel Péri 42490 FRAISSES","0477562250","","45.39027920294971","4.264569428781169"
"Ecole élémentaire Chemin Rouge","2 rue des Terres Rouges 42600 MONTBRISON","0477582824","","45.612391451317265","4.057690591790539"
"Ecole élémentaire Jean Ravon","2 rue des Cyclotouristes 42390 VILLARS","0477740598","","45.463382037381635","4.360369429887562"
"Ecole élémentaire Lavieu","Rue Pasteur 42400 ST CHAMOND","0477222449","","45.47841122500011","4.50580056568279"
"Ecole élémentaire Terrenoire Bourg","3 rue Jaboulay TERRENOIRE 42100 ST ETIENNE","0477957318","","45.43362482403414","4.4389303091964205"
"Ecole primaire Bourg","196 montée des Ecoles 42153 RIORGES","0477710070","","46.038202903037224","4.033130127359065"
"Ecole primaire Chazeau","4 place des Carmes 42700 FIRMINY","0477560216","","45.371532998507774","4.277349589018241"
"Ecole primaire","350 GRANDE RUE 42155 ST LEGER SUR ROANNE","0477668046","","46.04174095640635","3.998379909894301"
"Ecole élémentaire Le Colombier","RUE DR.ROUARTS 42370 RENAISON","0477642262","","46.05052742886533","3.924930013753654"
"Ecole maternelle Villon","Boulevard de Fonsala 42400 ST CHAMOND","0477226887","REP+","45.47628992883215","4.529400470097042"
"Ecole primaire Les Vernes","40 rue du Professeur Roux 42800 RIVE DE GIER","0477750843","","45.53048840383795","4.610910577354682"
"Ecole élémentaire","3 rue Pierre Vernay 42360 PANISSIERES","0477286409","","45.79329277304163","4.339339506981612"
"Ecole maternelle Carnot","5 avenue Carnot 42300 ROANNE","0477721256","","46.03977507339668","4.066609739571396"
"Ecole élémentaire Vivaraize","93 rue Jean-Baptiste David 42100 ST ETIENNE","0477251967","","45.42499805072229","4.400150455502819"
"Ecole primaire Bourg","110 rue des écoles AU BOURG 42120 PERREUX","0477702464","","46.03800725168624","4.123939759664153"
"Ecole primaire La clé des montagnes","LE BOURG 42920 CHALMAZEL JEANSAGNIERE","0477248723","","45.70254133615097","3.8504997521200863"
"Ecole maternelle Bois de La Dame","Rue Colette 42170 ST JUST ST RAMBERT","0477520379","","45.48903194702846","4.240090151995788"
"Ecole élémentaire","Rue Bayard 42600 SAVIGNEUX","0477967961","","45.611820211430306","4.0856105573128705"
"Ecole primaire Bourg","LE BOURG 42110 PONCINS","0477278348","","45.72648104124173","4.160590315834437"
"Ecole élémentaire Bourg","2 rue de Vermoizy 42300 MABLY","0477703332","","46.08489859390277","4.062640174075613"
"Ecole primaire Solaure","19 rue Ambroise Paré 42100 ST ETIENNE","0477574110","","45.40917177565804","4.386389553791747"
"Ecole élémentaire Beaucueil","469 rue Pierre Dubreuil 42153 RIORGES","0477716420","","46.04754359150084","4.0451202801969055"
"Ecole primaire","Rue du Commerce 42620 ST MARTIN D ESTREAUX","0477640231","","46.2057642226938","3.798460452641668"
"Ecole primaire Les Cèdres","29 rue Saint Just 42480 LA FOUILLOUSE","0477301582","","45.50463395310021","4.308460380818227"
"Ecole primaire Jules Ferry","1  RUE ALEXANDRE POURCEL 42100 ST ETIENNE","0477571671","","45.42345563343371","4.3927502046951385"
"Ecole primaire","11 bis rue de la cure 42800 ST MARTIN LA PLAINE","0477754150","","45.54548588076395","4.593180594360306"
"Ecole primaire Cézanne","88  GRANDE RUE 42400 ST CHAMOND","0477220446","REP+","45.48152314087852","4.526980161618657"
"Ecole primaire","Place Rolle 42130 BOEN SUR LIGNON","0477241108","","45.747204359005025","4.003969595864753"
"Ecole primaire Mayollet","74 rue de Villemontais 42300 ROANNE","0477720879","","46.023490371898355","4.054829616194101"
"Ecole primaire Marengo","8 rue Marengo 42300 ROANNE","0477720744","","46.0353586179405","4.075099632728289"
"Ecole primaire Bourg","Place Jean Dussurgey 42210 CRAINTILLEUX","0477546526","","45.584534613119295","4.234320531213094"
"Ecole primaire Arsenal","1  RUE DU COLOMBIER 42300 ROANNE","0477721076","","46.06524080630957","4.078680507249591"
"Ecole élémentaire Tilleuls","Rue des Ecoles 42170 ST JUST ST RAMBERT","0477364717","","45.50433608875882","4.262980586880927"
"Ecole primaire","83 rue du 19 mars 1962 42820 AMBIERLE","0477656511","","46.10630165369291","3.893860583808052"
"Ecole primaire Lamartine","Square du Souvenir Français 42400 ST CHAMOND","0477222304","REP","45.477308794007676","4.5117004898072075"
"Ecole élémentaire Prugnat","5 rue du Premier Mai 42800 RIVE DE GIER","0477750842","","45.53259272620809","4.625389759146223"
"Ecole primaire Chantemerle","4 rue Chantemerle 42190 CHARLIEU","0477602794","","46.1598723324864","4.175700088612098"
"Ecole élémentaire Jacquard","6 rue Victor Duchamp 42000 ST ETIENNE","0477320110","REP","45.44247270470279","4.380290005475414"
"Ecole primaire Bourg","20 place des Combattants 42210 BELLEGARDE EN FOREZ","0477544858","","45.64773247437446","4.298529686298444"
"Ecole élémentaire Ferry Zay","2 rue Jean Zay 42490 FRAISSES","0760306034","","45.38782937195497","4.270009386707638"
"Ecole primaire Montchovet","10 impasse DE LA PALLE 42100 ST ETIENNE","0477252572","REP","45.42764323329733","4.4200494130770736"
"Ecole élémentaire Burdeau-Hugo","9 rue Burdeau 42800 RIVE DE GIER","0477756306","","45.52654225028625","4.61757951108556"
"Ecole primaire Jaures-Rousseau","Rue Colonel Marey 42500 LE CHAMBON FEUGEROLLES","0477610226","REP","45.39526178752031","4.3233996537796715"
"Ecole maternelle Gayotti","37 boulevard Pierre Joannon 42400 ST CHAMOND","0477222974","REP","45.461025180809976","4.5082396547764905"
"Ecole primaire St Victor Le Bréat","Route du Breat 42100 ST ETIENNE","0477908224","","45.45016983889674","4.27159014690262"
"Ecole primaire","Rue des Ecoles 42470 ST SYMPHORIEN DE LAY","0477647251","","45.94719783091151","4.209809530325444"
"La Clé des Montagnes Elémentaire","Bourg 42990 ST GEORGES EN COUZAN","0477248434","","45.70290763955118","3.931180586468107"
"Ecole primaire Bourg","LE BOURG 42310 URBISE","0477641466","","46.253756983258825","3.8920699237701015"
"Ecole primaire de Boisset-Saint-Priest","653  RUE DE L'OZON BOISSET-SAINT-PRIEST 42560 BOISSET ST PRIEST","0477763404","","45.508479154275","4.128380431097048"
"Ecole élémentaire","80 rue des écoliers 42260 BUSSY ALBIEUX","0477246474","","45.79477101482973","4.034009596061658"
"Ecole primaire La Marelle","84 rue de la fontaine 42460 LE CERGNE","0474898240","","46.12170388698469","4.306909751590178"
"Ecole primaire Bourg","20 rue de la fontaine disparue 42800 CHAGNON","0477756108","","45.5347309974553","4.554360566533417"
"Ecole primaire Bourg","LE BOURG 42600 CHALAIN LE COMTAL","0477761580","","45.64598385044988","4.169429475942982"
"Ecole primaire Premier Envol","2 route  de Magneux 42110 CHAMBEON","0477278398","","45.69701411915099","4.175689875330994"
"Ecole primaire Bourg","LE BOURG 42940 CHATELNEUF","0477768875","","45.63792342785123","3.9838903013014484"
"Ecole primaire Jules Verne","75 route de la Gare 42800 GENILAC","0477837972","","45.54491841772084","4.56840954106495"
"Ecole maternelle Anne-Marie Reverchon","7 rue du losange 42800 DARGOIRE","0477894629","","45.55998780609106","4.666619666981529"
"Ecole primaire Bourg","62 route neuve 42740 DOIZIEUX","0477209612","","45.42772587606476","4.585889357295064"
"Ecole élémentaire Waldeck Rousseau","1 rue Jules Ferry 42700 FIRMINY","0477562713","","45.38576580583246","4.288420608746997"
"Ecole maternelle Périvaure","6 impasse la Périvaure 42490 FRAISSES","0477561493","","45.38646142912542","4.271119437743922"
"Ecole primaire des Milles et Unes Découvertes","Rue de la passementerie 42140 GRAMMOND","0477207426","","45.56607827332067","4.43992959366727"
"Ecole maternelle Beauregard","27 rue des prés Lacroix 42600 MONTBRISON","0477581721","","45.6118490692239","4.056950114241373"
"Ecole maternelle","Boulevard Bonnassieux 42360 PANISSIERES","0477286482","","45.79373177632423","4.336570511178087"
"Ecole maternelle","124 rue des Monts de la Madeleine 42155 POUILLY LES NONAINS","0477668711","","46.03876921871874","3.9796804609925474"
"Ecole maternelle","Rue Muzelle 42630 REGNY","0477630082","","45.99075895918864","4.214010137336943"
"Ecole maternelle Marcel Pagnol","6 rue Chapelon LE MONTCEL 42150 LA RICAMARIE","0477571690","REP+","45.40652134628339","4.363629844589302"
"Ecole maternelle Pontet","331 rue Aristide Briand 42153 RIORGES","0477701047","","46.05058546169654","4.062110155245747"
"Ecole maternelle Hugo","7 rue Victor Hugo 42800 RIVE DE GIER","0477750853","","45.52803640048039","4.617019530269272"
"Ecole élémentaire Paul Bert","8 rue Paul Bert 42300 ROANNE","0477720944","","46.04089864499988","4.069609743390894"
"Ecole primaire","Rue des Ecoles 42155 OUCHES","0477668645","","46.015522947455224","3.987679832207822"
"Ecole primaire Bourg","37 rue de l'église 42120 PARIGNY","0967398938","","45.990685343514265","4.097660168680333"
"Ecole élémentaire Bourg","37 chemin des Pierres 42600 PRALONG","0477971476","","45.66558887236799","4.03075036912505"
"Ecole élémentaire Bourg","Rue Charles de Gaule 42210 MARCLOPT","0477946865","","45.66483803741827","4.219390141831879"
"Ecole primaire","Route de Coutouvre 42840 MONTAGNY","0477661044","","46.03432486278464","4.234740354623442"
"Ecole primaire","Rue des Ecoles 42510 NERONDE","0477273497","","45.836769785088144","4.237029397464742"
"Ecole élémentaire Bourg","60 rue des granges 42520 LUPE","0474873119","","45.37286098797267","4.704069483452298"
"Ecole élémentaire Bourg","LE BOURG 42114 MACHEZAL","0477624247","","45.92276632594255","4.302369476589124"
"Ecole primaire Bourg","LE BOURG 42600 MAGNEUX HAUTE RIVE","0477761305","","45.67082119517644","4.172180343082745"
"Ecole élémentaire","43 rue d'Urfé 42260 GREZOLLES","0477625790","","45.863393052575525","3.950560238441747"
"Ecole primaire Les Mésanges","Rue des Mésanges 42380 ST BONNET LE CHATEAU","0477500887","","45.41982528869339","4.067280626807813"
"Ecole primaire Bourg","LE BOURG 42940 ST BONNET LE COURREAU","0477768418","","45.65945171102395","3.9439497867039734"
"Ecole primaire Pilat","6 chemin des Combes 42400 ST CHAMOND","0477220206","","45.46041041705301","4.519160102518198"
"Ecole primaire Le Parterre","RUE DES CAPUCINS PROLONGES 42400 ST CHAMOND","0477221555","","45.479448410462155","4.511520600388074"
"Ecole primaire Le Bourg","16 rue du Rocher 42320 ST CHRISTO EN JAREZ","0477208543","","45.54466061662348","4.4878997701122865"
"Ecole élémentaire Fauriel","16 cours Fauriel 42100 ST ETIENNE","0477252452","","45.43008612486574","4.396130601469769"
"Ecole maternelle Richelandiere","97 rue Richelandière 42100 ST ETIENNE","0477331334","","45.43639035550118","4.4122394137415775"
"Ecole maternelle Gaspard Monge","21 rue Richelandière 42100 ST ETIENNE","0477331226","REP+","45.43886345874703","4.400889901515445"
"Ecole maternelle Terrasse","15 rue Léon Lamaizière 42000 ST ETIENNE","0477740819","","45.46664244660352","4.380479654081542"
"Ecole maternelle Chappe","3 impasse Noël Mazet 42000 ST ETIENNE","0477329163","REP","45.44023307149244","4.3925898047604175"
"Ecole primaire","Place de Verdun 42370 ST HAON LE CHATEL","0477644115","","46.06662194678907","3.914620485075425"
"Ecole primaire","Rue Entre Deux Ages 42220 ST JULIEN MOLIN MOLETTE","0477515197","","45.320446291193925","4.616229667630754"
"Ecole primaire Bourg","77 route du Sornin 42190 ST NIZIER SOUS CHARLIEU","0477608755","","46.1532001814561","4.118679625189365"
"Ecole primaire Bourg","47 route du lavoir 42600 ST THOMAS LA GARDE","0477961723","","45.567171622454744","4.081650434008821"
"Ecole maternelle Baraillère","4 rue Jean Baptiste Bruget 42650 ST JEAN BONNEFONDS","0477950802","","45.44742728428273","4.434099414247345"
"Ecole primaire de la Galoche","152 rue Alphonse Lacombe 42740 LA TERRASSE SUR DORLAY","0477209924","","45.44851886528724","4.584239693202464"
"Ecole maternelle Terrenoire Bourg","4 rue Emile Jaboulay TERRENOIRE 42100 ST ETIENNE","0477955290","","45.43408605298698","4.438640364930022"
"Ecole primaire Bourg","Bourg Virigneux 42140 VIRIGNEUX","0477944022","","45.68851176536551","4.353100061517747"
"Ecole maternelle Rosa Park","5 allée Rachel 42100 ST ETIENNE","0477571042","REP","45.42382618817036","4.381360506999007"
"Ecole primaire Buard","5 rue du Président Allende 42240 UNIEUX","0477563277","","45.40088926680792","4.260130590283476"
"Ecole Primaire Arthur Rimbaud","Rue Emile Zola 42160 ANDREZIEUX BOUTHEON","0477550198","","45.52735125226601","4.268350117812756"
"Ecole élémentaire Saint-Exupéry","Avenue du Forez 42800 RIVE DE GIER","0477750879","","45.518201665497585","4.5992503164797895"
"Ecole primaire Maria Callas","19 rue Charles Gounod 42000 ST ETIENNE","0477790051","REP+","45.47213628888807","4.4020400346860304"
"Ecole primaire Bourg","134 chemin de l'école 42470 FOURNEAUX","0477624660","","45.937465160801594","4.267720494218643"
"Ecole primaire Terrenoire Perrottière","Rue des Anciens Combattants d'Algérie TERRENOIRE 42100 ST ETIENNE","0477957428","","45.43132293208575","4.4421503493019365"
"Ecole primaire","4 rue du port 42510 BALBIGNY","0477281165","","45.81809103053383","4.181380084468899"
"Ecole primaire Moingt","2 place 19 mars 1962 42600 MONTBRISON","0477581169","","45.59227735919557","4.071875955638025"
"Ecole maternelle Sables","42 rue Jean Bailly 42300 MABLY","0477720548","REP","46.05830088157044","4.068319728161876"
"Ecole maternelle","4 impasse des Ecoles 42680 ST MARCELLIN EN FOREZ","0477528593","","45.49652031293206","4.166390630539492"
"Ecole élémentaire Debussy","3 rue du Chemin de Fer 42400 ST CHAMOND","0477221951","REP","45.46347705063345","4.502910308920665"
"Ecole primaire Paul Eluard","3 rue Fleming 42160 ANDREZIEUX BOUTHEON","0477552197","","45.53012689345969","4.266910552854093"
"Ecole maternelle Le Bourg","Rue de l'Eglise 42370 ST ANDRE D APCHON","0477659524","","46.033305619085645","3.929070112729811"
"Ecole primaire Bourg","12 rue des Liseurs 42810 ROZIER EN DONZY","0477280408","","45.79759207907342","4.276799363062419"
"Ecole maternelle Côte","7 rue Côté 42290 SORBIERS","0477533148","","45.48664212114537","4.450050237394075"
"Ecole primaire Fayol","123 boulevard Fayol 42700 FIRMINY","0477561181","","45.381522024022644","4.302310438758642"
"Ecole primaire Tuileries","Route de Paris 42300 MABLY","0477687329","REP","46.06984207343486","4.048300258575958"
"Ecole primaire Montat Verrerie","104  RUE DE LA MONTAT 42100 ST ETIENNE","0477254338","","45.44259207131339","4.411010173693918"
"Ecole primaire Bourg","74 rue de l'école 42130 ST ETIENNE LE MOLARD","0477975950","","45.731586988500574","4.088670523054962"
"Ecole maternelle Bourg","14 rue des Rosiers 42300 MABLY","0477723029","","46.08752926636746","4.066660624154721"
"Ecole primaire Bourg","Bourg l'Etang 42660 ST GENEST MALIFAUX","0477390739","","45.34175738193664","4.4179496734570645"
"Ecole élémentaire Bourg d'Ailleux","Bourg d'Ailleux 42130 AILLEUX","0477246646","","45.81493922589301","3.9388602915928357"
"Ecole élémentaire Bourg","LES AULMES 42260 BULLY","0477652464","","45.926581145069555","4.00063967918232"
"Ecole primaire Métare Cottencière","13 rue de l'Université 42100 ST ETIENNE","0477258213","","45.420218810224476","4.425289765976034"
"Ecole primaire Mâtel","142 rue de Charlieu 42300 ROANNE","0477720878","REP","46.04842690680064","4.082949828670732"
"Ecole maternelle Debussy","6 rue Jean Rivaud 42400 ST CHAMOND","0477222878","REP","45.46455761442305","4.502789792962796"
"Ecole primaire Bourg","Chemin de la Fayarde 42155 ST JEAN ST MAURICE SUR LOIRE","0477631391","","45.96732429354203","3.999950499863836"
"Ecole élémentaire Bourg","13 rue Langard 42152 L HORME","0477221741","REP+","45.486134418676144","4.545730307343064"
"Ecole élémentaire Jean Rostand","Rue Condorcet 42300 ROANNE","0477721855","REP","46.05755979494197","4.0903595901154555"
"Ecole élémentaire Chappe","7 rue des Frères Chappe 42000 ST ETIENNE","0477323599","REP","45.43981971461236","4.392080526955899"
"Ecole primaire George Sand","1 rue Charles de Gaulle 42270 ST PRIEST EN JAREZ","0477925300","","45.4796817111252","4.368389647595746"
"Ecole élémentaire La Terrasse","17 rue Léon Lamaizière 42000 ST ETIENNE","0477793281","","45.46632898867095","4.380410430369535"
"Ecole maternelle Pauzière","3 rue des Eaux Vives 42500 LE CHAMBON FEUGEROLLES","0477610019","REP","45.39742587462046","4.346759567323231"
"Ecole primaire Bourg","75 RUE DU VIEUX BOURG 42750 ST DENIS DE CABANNE","0477601504","","46.17242449683271","4.20910945571066"
"Ecole primaire  Bourg","52 rue des Ecoles 42720 POUILLY SOUS CHARLIEU","0477699313","","46.144040691719525","4.107530624639293"
"Ecole élémentaire Rosa Parks","9 allée Rachel 42100 ST ETIENNE","0477590832","REP","45.42371909182554","4.380769546635796"
"Ecole primaire","Rue de la Gare 42440 NOIRETABLE","0477247678","","45.816685366694635","3.761879476116277"
"Ecole élémentaire Flandin","27 rue Victor Hugo 42650 ST JEAN BONNEFONDS","0477951320","","45.44714885806072","4.434039771414604"
"Ecole élémentaire Gaspard Monge","7 rue Gaspard Monge 42100 ST ETIENNE","0477326158","REP+","45.4399324436665","4.399810257637199"
"Ecole primaire Monthieu","3 rue Linossier 42100 ST ETIENNE","0477333856","","45.440295828512646","4.417129634744565"
"Ecole maternelle Massenet Pasteur","11  RUE DE BRETAGNE 42400 ST CHAMOND","0477313264","REP+","45.47323719250358","4.532209438450486"
"Ecole primaire Paule et Joseph Thiollier","4  RUE RECHATIN 42000 ST ETIENNE","0477790570","REP","45.45002360195769","4.387129766052625"
"Ecole élémentaire","LE BOURG 42410 CHUYER","0474567693","","45.457302611590066","4.69373983740645"
"Ecole primaire Charles Perrault","1  IMPASSE DE LA BOISSONNETTE 42110 FEURS","0477260742","","45.73746160994776","4.228039846879001"
"Ecole primaire Le Perron","LE PERRON 42600 BARD","0477762592","","45.58734124366939","4.012720543621501"
"Ecole maternelle","Boulevard des Ecoles 42220 BOURG ARGENTAL","0477396076","","45.297736835101816","4.5628699662125545"
"Ecole maternelle Centre","9 rue Ledru Rollin 42120 LE COTEAU","0477727705","","46.02891560575416","4.0865594313584985"
"Ecole élémentaire Ligeay","LIGEAY 42130 DEBATS RIVIERE D ORPRA","0477245722","","45.7597073485565","3.941889858362617"
"Ecole primaire Malleray","115 chemin des Ecoliers 42600 ESSERTINES EN CHATELNEUF","0477585243","","45.6232821691577","4.00831952511751"
"Ecole maternelle Mas","12 boulevard Fayol 42700 FIRMINY","0477563365","","45.3911310076639","4.291819455410296"
"Ecole maternelle Waldeck Rousseau","9 rue Ferdinand Buisson 42700 FIRMINY","0477561489","","45.386044856454475","4.289840562081529"
"Ecole primaire Le Bourg","3 place de la Mairie 42140 FONTANES","0477208277","","45.54674543736131","4.437120618752564"
"Ecole primaire Antoine Meilland","Rue Jules Ferry 42330 CHAMBOEUF","0477949024","","45.576144826753406","4.323079716185905"
"Ecole maternelle CHARLES PERRAULT","21 rue Langard 42152 L HORME","0477221499","REP+","45.48505036872514","4.544660472016009"
"Ecole maternelle Le Geyser","174 rue du Geyser 42210 MONTROND LES BAINS","0477545179","","45.642681826869115","4.236389399700498"
"Ecole maternelle Wilson","39 rue Wilson 42300 ROANNE","0477721006","REP","46.05755641141691","4.091460362697138"
"Ecole primaire Rochetaillée","10  IMPASSE DE L'ECOLE ROCHETAILLEE 42100 ST ETIENNE","0477256535","","45.41156319980773","4.44470028606722"
"Ecole primaire Bourg","LE BOURG 42130 STE AGATHE LA BOUTERESSE","0477975474","","45.73451645237051","4.055820176813043"
"Ecole élémentaire Bourg","LE BOURG 42410 PAVEZIN","0477202060","","45.46552665604126","4.670609376527842"
"Ecole élémentaire","58 rue de la Marelle 42590 PINAY","0477634273","","45.87297890940805","4.136189736408557"
"Ecole primaire","Route de Saint-Anthème 42560 MARGERIE CHANTAGRET","0477763382","","45.52439298479872","4.026019391580124"
"Ecole élémentaire Bourg","LE BOURG 42560 MAROLS","0477765088","","45.4782947281783","4.04538041374634"
"Ecole élémentaire Bourg","LE BOURG 42600 MORNAND EN FOREZ","0477971794","","45.6768726971257","4.1240705683358945"
"Ecole primaire Bourg","Rue Antoine-Marie Flechet 42140 MARCENOD","0477208617","","45.5709989667003","4.482360216978196"
"Ecole élémentaire","103 rue des Chênes 42210 L HOPITAL LE GRAND","0477761363","","45.593037359030596","4.20043039455627"
"Ecole primaire l'Arc en ciel","LE BOURG 42460 JARNOSSE","0477605331","","46.109620723835945","4.2319803456229135"
"Ecole primaire","19 bis rue de la Semene 42660 JONZIEUX","0477399135","","45.3130232496963","4.362789899920016"
"Ecole primaire Bourg","Rue des Terreaux 42470 LAY","0477627303","","45.95580999811197","4.218900420324899"
"Ecole élémentaire Bourg","74 route de Violay 42540 STE COLOMBE SUR GAND","0477632989","","45.879405696675335","4.275240449234504"
"Ecole élémentaire Bourg","LE BOURG 42430 CHAUSSETERRE","0477650577","","45.896616756103406","3.7850503359460386"
"Ecole maternelle Le Bourg","34 place des culottes courtes 42114 ST CYR DE VALORGES","0477624405","","45.89276809828238","4.305929983137547"
